user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,photo_count,is_verified,is_premium_user,daily_active_minutes,last_login,likes_received,likes,blocked,swipes,messages_sent,response_rate,signup_date,negative_samples
593,Mr. Joshua Ortiz,38,M,Seattle,39.961176,-82.998794,"photography, fitness, reading",Throughout coach no friend activity human.,Long-term,Extrovert,ENFP,High School,Warden/ranger,Gemini,161,Athletic,English,Everyone,5,False,False,90,2024-03-14,78,"[557, 86, 71, 762, 366, 869, 885, 404, 796, 591, 719, 678, 234]","[263, 399, 477, 913, 434, 918, 880, 166]",138,17,0.77,2024-02-04,"[878, 39, 850, 459, 429, 740, 432, 733, 584, 612, 587, 768, 609, 836, 730, 908, 958, 819, 691, 360, 787, 794, 845, 292, 430, 614]"
594,Joseph Torres,39,Non-binary,Portland,42.360081,-98.493629,"music, art, cooking",Left participant always character number ok seem weight traditional save past once.,Long-term,Ambivert,ESTP,PhD,Systems analyst,Taurus,197,Curvy,"English, Mandarin",Men,5,True,False,42,2024-03-21,22,"[932, 634, 720, 258, 722, 393, 320, 384, 126, 439, 829, 473]","[117, 243, 69, 174, 649]",358,83,0.7,2024-02-16,"[441, 934, 331, 259, 168, 445, 398, 837, 632, 609, 538, 630, 971, 662, 114, 665, 509, 192, 42, 482, 414, 485, 294, 405]"
595,Brandon Mccormick,45,F,Philadelphia,32.776665,-98.493629,"sports, art, fitness",Whose run inside certainly provide popular travel movie at expert individual.,Long-term,Ambivert,INTP,PhD,Ophthalmologist,Leo,182,Curvy,"French, Mandarin, Hindi",Everyone,4,True,False,66,2024-03-02,92,"[78, 303, 862, 601, 826, 322, 281, 646, 110, 302, 225]","[523, 89, 353, 452, 805, 737, 614]",86,6,0.38,2024-03-11,"[83, 819, 565, 859, 363, 704, 317, 936, 428, 643, 614, 634, 709, 697, 257, 552, 976, 245, 121, 423, 605, 448]"
596,Christopher Willis,23,Non-binary,Raleigh,30.267153,-80.19179,"reading, art, travel",Well him yes book station part fact present effect.,Friends,Extrovert,ENTP,PhD,Press sub,Gemini,190,Curvy,"Spanish, English",Men,2,False,False,92,2024-03-04,4,"[752, 796, 124, 26, 757, 53, 415, 577]","[727, 357, 791, 103, 629, 9, 105, 79, 785]",396,98,0.56,2023-06-18,"[292, 791, 395, 607, 507, 305, 844, 776, 967, 738, 376, 774, 897, 579, 787, 101]"
597,Jason Cooper,37,F,Philadelphia,41.49932,-117.161087,"reading, fitness, cooking",Natural heart them director point person sit cause ok where than though from.,Networking,Introvert,ENTP,High School,Banker,Sagittarius,176,Athletic,"English, French, Hindi",Everyone,3,True,True,30,2024-03-13,88,"[25, 616, 749, 414, 269, 196, 944, 176, 476, 481, 359]","[505, 725, 521, 537, 682, 539, 27, 586, 359]",360,85,0.52,2023-10-25,"[761, 622, 774, 648, 590, 358, 265, 798, 17, 480, 710, 220, 768, 297, 348, 928, 45, 788, 597, 91, 645, 388]"
598,Robert Jackson,22,Non-binary,Miami,39.952583,-112.074036,"art, travel, fitness",American trade there old section summer.,Networking,Extrovert,INTP,Master’s,Nutritional therapist,Aquarius,185,Athletic,"English, Hindi, French",Men,4,True,False,6,2024-03-05,0,"[527, 372, 132, 854, 102, 279, 462, 828, 171, 522, 111, 183, 251, 109, 268]","[793, 126, 622, 133, 914, 466, 294, 764, 127]",203,80,0.31,2024-02-20,"[234, 865, 186, 292, 100, 966, 392, 441, 574, 549, 406, 273, 156, 266, 212, 455, 883, 167, 351, 530, 919, 359, 583, 439, 233, 90, 986, 571, 194, 146]"
599,Benjamin Phillips,40,M,San Antonio,40.760779,-87.629799,"technology, reading, fitness",Perform building war firm international step science.,Long-term,Extrovert,ISTJ,High School,Audiological scientist,Cancer,198,Curvy,"Mandarin, French",Men,6,True,False,108,2024-03-24,93,"[79, 655, 68, 283, 973, 368, 84, 118, 950, 48, 768, 306, 983, 442, 39]","[172, 153, 152, 965, 861, 829]",469,0,0.61,2024-01-27,"[739, 632, 940, 172, 541, 750, 484, 764, 235, 730, 796, 30, 369, 771, 991, 677, 477, 703, 700, 205, 839, 143, 556, 174, 836, 548, 772, 319, 389, 238]"
600,Carolyn Scott,21,M,San Diego,27.950575,-121.886329,"gaming, photography, fitness",Truth art summer third wait executive.,Networking,Extrovert,ISFJ,High School,Information officer,Aquarius,177,Average,Mandarin,Women,5,False,False,108,2024-03-28,39,"[749, 285, 783, 125, 641]","[677, 269, 871, 732, 212, 749]",416,56,0.75,2023-08-22,"[901, 597, 461, 347, 118, 905, 462, 895, 305, 842]"
601,Matthew Mann,21,F,Seattle,30.267153,-74.005974,"fitness, music, technology",Wear trouble scientist political pay allow dream certain bill one.,Networking,Introvert,INTP,Bachelor’s,Primary school teacher,Cancer,172,Curvy,Hindi,Everyone,3,False,False,20,2024-03-20,48,"[308, 506, 148, 458, 302, 484]","[732, 77, 957, 174, 427]",14,34,0.7,2023-10-07,"[249, 540, 764, 750, 710, 762, 496, 402, 847, 950, 845, 776]"
602,Adam Green,34,Non-binary,San Diego,42.331427,-112.074036,"technology, travel, fitness",International be ready ten state staff.,Networking,Introvert,INTP,Bachelor’s,"Development worker, community",Capricorn,176,Average,"Spanish, Hindi, French",Women,6,False,False,110,2024-03-04,45,"[680, 167, 273, 97, 98, 482, 893, 947, 226, 774]","[949, 114, 113, 761, 789, 794, 102]",358,48,0.49,2023-11-17,"[561, 721, 682, 729, 1000, 212, 681, 497, 76, 952, 268, 377, 137, 971, 20, 435, 674, 586, 827, 802]"
603,Maria Barr,31,F,San Jose,41.878113,-81.379234,"photography, technology, music",Final staff rule help light hold house standard himself current situation.,Long-term,Extrovert,ESTP,Master’s,"Surveyor, mining",Virgo,199,Average,"Hindi, Spanish, French",Everyone,4,True,False,104,2024-03-05,25,"[545, 676, 525, 710, 521, 174, 157]","[163, 155, 329, 98, 784, 391, 929]",52,76,0.4,2023-08-16,"[34, 60, 656, 547, 718, 672, 936, 217, 245, 698, 236, 945, 533, 317]"
604,Theresa Wilson,38,Non-binary,Detroit,41.49932,-74.005974,"cooking, technology, reading",Believe note night condition remember run ahead.,Long-term,Introvert,ISTJ,PhD,Private music teacher,Aquarius,194,Athletic,"French, English, Mandarin",Men,6,True,False,75,2024-03-01,68,"[786, 725, 298, 800, 398, 460, 515, 237, 271]","[723, 23, 124, 263, 428, 439, 845, 896]",45,11,0.62,2023-01-03,"[182, 243, 424, 135, 97, 121, 945, 429, 736, 219, 775, 662, 857, 6, 553, 628, 908, 890]"
605,Jane Welch,44,F,Salt Lake City,35.779591,-78.638176,"reading, art, travel",News behind question magazine appear doctor box occur something thousand their should.,Long-term,Ambivert,ISFJ,High School,"Programmer, applications",Cancer,150,Slim,"English, Mandarin, Spanish",Men,4,False,False,5,2024-03-16,96,"[361, 598, 151, 423, 959, 996, 243, 123, 652]","[974, 242, 702, 809, 763, 755, 138, 801]",328,30,0.27,2023-02-28,"[717, 765, 172, 161, 109, 775, 980, 513, 832, 264, 229, 88, 862, 373, 449, 92, 970, 271]"
606,Sara Curtis,23,Non-binary,San Antonio,36.169941,-121.4944,"gaming, technology, reading",Mrs sense majority treatment itself imagine window able century score.,Networking,Introvert,ENFP,Bachelor’s,Forensic scientist,Libra,200,Athletic,"Hindi, French",Women,4,True,True,86,2024-03-19,16,"[73, 740, 104, 637, 360]","[701, 401, 977, 686, 806, 395, 729]",310,21,0.67,2023-02-02,"[723, 435, 581, 484, 184, 216, 226, 738, 131, 882]"
607,Robert Garcia,44,M,Los Angeles,39.961176,-83.045753,"reading, gaming, photography",Window its seat step make stop.,Networking,Ambivert,INTP,High School,Fitness centre manager,Taurus,163,Average,Mandarin,Men,6,True,False,92,2024-03-25,29,"[934, 161, 463, 698, 965, 909, 988, 734, 641, 277, 666, 632, 326, 432, 64]","[763, 411, 771, 529, 856]",178,11,0.66,2023-05-28,"[247, 930, 139, 524, 28, 697, 178, 495, 642, 674, 582, 620, 765, 387, 586, 987, 436, 943, 920, 874, 769, 145, 771, 210, 883, 151, 120, 313, 382, 776]"
608,Michael Caldwell,36,F,Detroit,45.515232,-82.457177,"reading, cooking, technology",Along seem southern position along add.,Long-term,Extrovert,INTP,High School,"Surveyor, commercial/residential",Leo,193,Average,"French, Hindi",Men,2,False,False,111,2024-03-09,97,"[845, 807, 22, 949, 601, 996, 389, 745, 94, 832, 677, 84]","[916, 448, 425, 974, 257, 193, 145]",358,32,0.38,2024-01-21,"[16, 39, 554, 340, 643, 678, 82, 181, 414, 258, 293, 202, 97, 515, 743, 434, 885, 20, 388, 342, 997, 719, 113, 230]"
609,Anthony Carter,23,M,Las Vegas,39.739236,-97.743061,"sports, music, reading",As TV according allow main itself fish black detail capital more list.,Friends,Introvert,INFJ,High School,Regulatory affairs officer,Gemini,161,Slim,"English, Spanish",Men,3,False,True,78,2024-03-11,74,"[560, 457, 8, 386, 764, 278, 188]","[472, 512, 546, 106, 762, 250]",86,2,0.34,2024-02-08,"[895, 324, 771, 93, 543, 250, 897, 148, 477, 605, 532, 336, 806, 451]"
610,James Hernandez,35,M,Salt Lake City,38.581572,-83.045753,"travel, cooking, photography",Kind price yeah ground carry opportunity give should.,Friends,Introvert,INTP,Master’s,Careers adviser,Capricorn,158,Athletic,"English, Mandarin",Men,6,False,False,100,2024-03-15,59,"[834, 242, 603, 335, 812, 127, 249, 513, 953, 614, 339, 518]","[405, 851, 193, 734, 529, 130]",303,30,0.76,2023-07-13,"[474, 667, 345, 674, 561, 266, 825, 544, 796, 592, 465, 395, 283, 120, 927, 555, 80, 33, 213, 70, 476, 322, 488, 153]"
611,John Johnson,32,F,Indianapolis,47.606209,-111.891047,"sports, art, travel",Health could their enter individual to fly customer entire option.,Networking,Ambivert,INTP,High School,Stage manager,Libra,184,Athletic,Spanish,Men,3,True,False,116,2024-03-29,21,"[822, 753, 418, 929, 731, 469, 345, 631]","[585, 507, 164, 644, 218, 27, 683, 251]",86,43,0.57,2023-09-08,"[856, 791, 80, 504, 40, 824, 563, 517, 606, 496, 170, 512, 275, 120, 409, 273]"
612,Jason Whitaker,28,M,Boston,39.952583,-86.158068,"cooking, photography, fitness",Style need community direction news wait accept beyond someone too short.,Long-term,Ambivert,ESTP,Bachelor’s,Geoscientist,Taurus,166,Curvy,Hindi,Men,2,True,True,57,2024-03-18,5,"[985, 790, 396, 450, 613, 24, 285]","[202, 25, 622, 497, 548, 31, 56, 271, 489, 391]",37,8,0.56,2023-02-24,"[999, 453, 701, 977, 144, 953, 473, 961, 71, 190, 677, 579, 37, 53]"
613,Arthur Villarreal,23,M,Cleveland,27.950575,-74.005974,"technology, photography, gaming",Rate because white stop reflect travel great stay.,Casual Dating,Extrovert,ESFJ,Master’s,"Buyer, industrial",Aquarius,198,Average,French,Everyone,5,True,False,56,2024-03-15,21,"[32, 875, 510, 913, 153, 647, 664, 335, 925, 351, 314, 674]","[244, 377, 510, 592, 894]",77,53,0.32,2023-10-11,"[498, 497, 972, 571, 745, 955, 980, 914, 460, 149, 87, 31, 612, 967, 61, 924, 708, 746, 269, 769, 552, 953, 954, 63]"
614,Kelly Murphy,43,F,Sacramento,41.49932,-104.990251,"photography, reading, art",Face popular guy media thing government show between.,Long-term,Introvert,ESFJ,Bachelor’s,"Geneticist, molecular",Aquarius,188,Slim,"English, French, Spanish",Men,1,False,True,17,2024-03-23,25,"[272, 764, 24, 12, 479, 949, 980, 974, 841, 811, 496, 235]","[35, 831, 157, 615, 673]",413,72,0.45,2023-09-12,"[81, 615, 132, 984, 352, 32, 256, 135, 347, 523, 721, 478, 895, 350, 904, 423, 362, 965, 283, 217, 962, 606, 569, 8]"
615,Samuel Chandler,42,Non-binary,Los Angeles,40.760779,-83.045753,"travel, sports, cooking",Beat team everyone within thank pressure its tree unit own.,Casual Dating,Introvert,ESTP,Master’s,Advice worker,Gemini,170,Athletic,French,Women,5,True,False,98,2024-03-16,74,"[478, 824, 810, 373, 694, 1, 490, 552, 946, 148, 412, 950]","[399, 669, 240, 148, 606]",183,69,0.54,2024-03-24,"[764, 739, 400, 73, 553, 575, 222, 425, 925, 25, 194, 43, 36, 376, 562, 437, 454, 948, 176, 643, 944, 607, 177, 80]"
616,Kenneth Johnson,35,M,Portland,47.606209,-83.045753,"music, cooking, sports",Stock least treatment house seat should change collection certain free activity tree information.,Networking,Introvert,ESFJ,Master’s,Health promotion specialist,Virgo,151,Athletic,"French, Mandarin",Everyone,6,True,False,8,2024-03-12,10,"[406, 704, 189, 590, 368, 249, 838]","[251, 521, 109, 232, 22, 693, 707, 482]",115,34,0.96,2023-06-14,"[151, 348, 913, 470, 409, 109, 428, 177, 92, 339, 561, 424, 866, 89]"
617,Teresa Hardy,18,F,Miami,27.950575,-111.891047,"art, photography, cooking",Billion day none policy morning talk pull Congress form appear everyone later education.,Casual Dating,Ambivert,ESFJ,Master’s,"Producer, radio",Cancer,178,Average,"Mandarin, Hindi",Men,5,False,False,26,2024-03-11,68,"[629, 700, 208, 387, 870, 488]","[667, 799, 621, 76, 778, 241, 410, 533]",128,77,0.53,2023-11-10,"[849, 751, 627, 474, 480, 692, 462, 332, 709, 437, 414, 665]"
618,Beth Fuller,28,Non-binary,Atlanta,33.448376,-83.045753,"travel, music, gaming",A price consider agent point take become middle expert leave.,Casual Dating,Introvert,INTP,Master’s,Training and development officer,Capricorn,197,Average,French,Women,6,True,False,58,2024-03-14,16,"[844, 994, 776, 543, 824, 525, 110, 131, 199, 187, 144, 600]","[313, 780, 331, 401, 245, 679, 263, 75, 562, 756]",427,19,0.71,2023-11-30,"[10, 730, 7, 339, 154, 508, 725, 25, 215, 494, 744, 846, 450, 993, 160, 276, 792, 753, 749, 855, 850, 378, 851, 141]"
619,Katrina Hill,26,F,San Jose,39.739236,-74.005974,"music, gaming, technology",Recently here join democratic try hand state close.,Friends,Ambivert,ISFJ,Master’s,Insurance risk surveyor,Pisces,192,Slim,"Mandarin, English, Spanish",Everyone,6,False,False,114,2024-03-10,39,"[329, 192, 412, 932, 82, 955, 100, 309, 308, 576, 987, 982, 217, 558]","[464, 642, 753, 336, 600, 461, 617, 1000, 365, 140]",85,75,0.47,2023-12-10,"[650, 346, 417, 647, 418, 601, 620, 597, 155, 156, 420, 407, 672, 383, 178, 753, 497, 223, 760, 965, 110, 785, 962, 344, 773, 133, 310, 21]"
620,Brittany Welch,45,Non-binary,Las Vegas,33.448376,-80.19179,"art, technology, music",Group medical control ever partner recently fall miss city.,Casual Dating,Introvert,INFJ,PhD,Rural practice surveyor,Aries,152,Curvy,"Hindi, Mandarin",Everyone,4,True,False,53,2024-03-23,30,"[466, 897, 284, 535, 315]","[905, 587, 268, 938, 53, 92, 786, 145, 514, 581]",15,46,0.39,2023-09-17,"[219, 416, 792, 515, 607, 423, 948, 281, 78, 149]"
621,Pamela Holmes,26,F,San Diego,33.448376,-75.165222,"travel, photography, art",Society road force together third fill heavy skin feeling material he despite piece.,Networking,Introvert,ISTJ,PhD,Chief Marketing Officer,Virgo,156,Curvy,"Mandarin, Hindi",Women,1,False,False,106,2024-03-14,55,"[1, 744, 297, 335, 851, 552, 954, 521, 780, 581, 671]","[631, 141, 129, 293, 764, 574]",291,70,0.43,2023-02-11,"[602, 645, 337, 64, 285, 81, 91, 158, 589, 484, 908, 923, 600, 911, 572, 215, 977, 57, 875, 346, 582, 53]"
622,Jordan Watson,41,M,Portland,41.49932,-71.058884,"cooking, reading, gaming",Treatment operation deep top body smile.,Friends,Introvert,INTP,High School,"Civil engineer, consulting",Pisces,189,Average,Mandarin,Women,4,True,False,117,2024-03-24,37,"[99, 819, 327, 31, 225, 106, 913, 707, 220, 150, 444, 717, 765, 496, 662]","[11, 621, 101, 56, 279]",102,51,0.77,2023-05-30,"[567, 969, 965, 605, 438, 593, 214, 82, 677, 901, 980, 736, 798, 885, 314, 94, 112, 708, 562, 32, 903, 565, 807, 553, 907, 79, 688, 898, 491, 632]"
623,Paula Campos,50,F,Atlanta,29.424122,-111.891047,"sports, technology, travel",Toward season power ball movie drug operation only husband meeting fish.,Friends,Introvert,ESFJ,PhD,"Engineer, materials",Capricorn,191,Slim,"Spanish, Mandarin, French",Everyone,4,False,False,25,2024-03-15,41,"[992, 552, 865, 138, 240]","[237, 577, 756, 915, 812, 675, 556]",131,96,0.55,2023-12-02,"[44, 5, 734, 578, 419, 923, 796, 268, 770, 119]"
624,John Mays,26,M,Columbus,36.169941,-98.493629,"gaming, music, fitness",Recent or tell yourself material let.,Long-term,Introvert,ESTP,High School,Computer games developer,Pisces,172,Curvy,"Mandarin, French, Hindi",Women,6,False,False,61,2024-03-18,79,"[832, 692, 875, 388, 206, 623, 272, 846, 712]","[307, 372, 42, 426, 920, 451, 357, 447, 364]",295,14,0.23,2023-04-29,"[201, 756, 434, 235, 356, 941, 810, 560, 721, 997, 994, 775, 589, 774, 956, 522, 117, 999]"
625,Michelle Marsh,42,Non-binary,Minneapolis,39.768403,-97.743061,"cooking, sports, gaming",Feel worker baby phone similar during stay return.,Long-term,Extrovert,ISFJ,High School,"Engineer, mining",Taurus,158,Curvy,"Spanish, Mandarin",Everyone,5,True,False,103,2024-03-30,6,"[365, 415, 53, 678, 532, 421, 616, 309, 967, 165]","[784, 128, 214, 542, 526, 179, 384, 910, 407]",138,56,0.62,2023-12-09,"[563, 734, 388, 151, 395, 333, 138, 406, 990, 534, 555, 995, 653, 512, 753, 106, 930, 436, 292, 232]"
626,George Sanchez,33,M,Seattle,29.760427,-117.161087,"art, travel, gaming",Station impact lot anyone message remember room bad save cold can actually.,Long-term,Introvert,INFJ,High School,"Designer, multimedia",Aquarius,192,Slim,"French, Spanish, Hindi",Everyone,5,True,False,99,2024-03-31,86,"[334, 729, 946, 710, 364, 829]","[511, 584, 700, 994, 884, 347, 95, 381]",442,63,0.44,2023-11-03,"[437, 743, 129, 818, 802, 199, 455, 103, 826, 429, 722, 488]"
627,Sarah Jackson,35,M,Indianapolis,28.538336,-74.005974,"art, photography, music",Behind owner that second attack training capital vote.,Long-term,Extrovert,ISTJ,PhD,Illustrator,Libra,174,Average,"Hindi, Mandarin, English",Women,4,True,True,3,2024-03-23,67,"[469, 106, 135, 940, 768, 30, 605, 370, 709, 137, 4, 889, 907]","[269, 531, 485, 812, 491]",241,27,0.34,2023-05-16,"[78, 615, 678, 980, 522, 622, 337, 691, 717, 948, 659, 471, 154, 267, 28, 628, 401, 314, 737, 525, 250, 897, 965, 604, 76, 619]"
628,Diana Alexander,36,M,Las Vegas,37.338208,-121.4944,"gaming, technology, fitness",Lay response chair quality rate financial computer sound likely official billion prove.,Networking,Introvert,INFJ,Master’s,Research scientist (physical sciences),Sagittarius,190,Average,"Hindi, Spanish, Mandarin",Men,5,True,False,29,2024-03-27,68,"[989, 533, 162, 869, 151, 132]","[950, 243, 646, 932, 442, 820, 645, 105, 413]",98,56,0.3,2023-06-25,"[684, 629, 709, 866, 852, 357, 828, 790, 63, 185, 739, 599]"
629,Erika Tran,21,Non-binary,Austin,39.952583,-82.457177,"technology, fitness, art",Partner join else its teach couple old go opportunity one indicate radio.,Friends,Introvert,ISTJ,Master’s,Agricultural engineer,Virgo,163,Slim,"Spanish, English",Women,4,True,False,33,2024-03-08,92,"[97, 396, 824, 432, 685, 269, 256, 712, 648, 103, 828]","[182, 556, 378, 363, 576, 324, 660, 799]",87,97,0.68,2023-03-18,"[619, 81, 372, 286, 275, 107, 418, 369, 187, 332, 835, 862, 17, 250, 281, 968, 291, 775, 523, 981, 295, 238]"
630,Rebecca Mckinney,34,Non-binary,Minneapolis,44.977753,-74.005974,"photography, reading, cooking",Stock serious better just paper without.,Friends,Introvert,ESFJ,Bachelor’s,"Teacher, music",Capricorn,175,Athletic,"French, English",Women,2,True,False,113,2024-03-15,67,"[7, 764, 586, 234, 327, 752, 543, 776, 842, 65, 639, 506, 734, 433]","[783, 900, 733, 356, 947, 415, 44, 594]",456,40,0.48,2023-02-04,"[900, 22, 245, 950, 177, 640, 844, 315, 468, 309, 760, 473, 469, 707, 64, 138, 323, 611, 721, 804, 936, 132, 824, 172, 855, 151, 18, 270]"
631,Wendy Olson,41,F,Raleigh,32.715736,-83.045753,"cooking, travel, reading",Decide coach recognize name be control born customer meet.,Casual Dating,Extrovert,ESTP,Master’s,"Journalist, broadcasting",Aries,195,Curvy,"French, Hindi, Mandarin",Everyone,4,False,False,62,2024-03-23,31,"[665, 460, 387, 726, 813, 315, 697, 83, 525]","[879, 978, 435, 351, 662, 580, 720]",166,40,0.99,2023-05-28,"[185, 374, 731, 722, 63, 411, 3, 973, 610, 772, 504, 621, 230, 979, 807, 705, 684, 570]"
632,Donald Shaw,19,M,Cleveland,30.267153,-71.058884,"travel, cooking, sports",Within usually state make new likely.,Long-term,Ambivert,ISFJ,PhD,"Programmer, multimedia",Taurus,157,Curvy,"Hindi, French, English",Everyone,2,True,True,30,2024-03-13,83,"[128, 925, 812, 983, 714, 937, 409, 527, 71, 827]","[683, 590, 543, 151, 633, 140, 814, 837, 739, 124]",165,77,0.38,2023-02-10,"[996, 679, 513, 942, 298, 468, 107, 835, 446, 564, 230, 431, 418, 630, 383, 37, 593, 1, 231, 450]"
633,Anne Armstrong,47,M,San Diego,39.952583,-86.158068,"cooking, photography, sports",Usually idea early yeah find then doctor understand war yes religious.,Long-term,Extrovert,ENTP,Bachelor’s,"Presenter, broadcasting",Sagittarius,186,Slim,"Hindi, English",Everyone,3,True,False,42,2024-03-04,97,"[440, 811, 503, 113, 20]","[701, 418, 644, 378, 273]",468,29,0.29,2024-01-29,"[728, 750, 280, 390, 852, 757, 558, 148, 806, 175]"
634,Teresa Campbell,19,M,Miami,34.052235,-83.045753,"cooking, fitness, music",Occur there ago read analysis in evidence professional everybody leader across main.,Networking,Extrovert,INFJ,Bachelor’s,Ophthalmologist,Libra,198,Average,"Spanish, Mandarin, English",Women,6,True,False,76,2024-03-09,100,"[130, 553, 292, 887, 963, 815, 934, 693, 446, 895, 719, 819]","[567, 909, 325, 844, 944, 206, 789, 10, 996]",32,15,0.56,2023-12-26,"[2, 378, 908, 375, 605, 886, 70, 209, 688, 721, 803, 795, 510, 730, 791, 11, 694, 809, 792, 687, 649, 861, 579, 520]"
635,Kathryn Wade,50,M,Houston,41.878113,-111.891047,"reading, sports, cooking",Wind now public lot wish all whose.,Networking,Ambivert,ENTP,Bachelor’s,"Surveyor, quantity",Gemini,188,Average,Hindi,Everyone,4,False,False,91,2024-03-30,73,"[547, 485, 53, 117, 50, 307, 661, 848, 511, 990, 833, 692, 421, 580]","[535, 232, 616, 138, 592, 342, 570, 717]",437,48,0.46,2024-01-16,"[143, 415, 348, 4, 317, 342, 771, 716, 17, 973, 512, 145, 796, 156, 429, 379, 5, 24, 939, 20, 310, 760, 819, 582, 927, 357, 398, 192]"
636,Danielle Cooper,21,M,Los Angeles,27.950575,-81.379234,"cooking, reading, art",Material when company beat authority heart day attorney.,Networking,Introvert,ISTJ,High School,Games developer,Pisces,166,Slim,French,Women,2,False,False,37,2024-03-19,77,"[652, 236, 512, 413, 110, 218, 319, 717, 481, 602, 69]","[504, 670, 938, 757, 866]",191,30,0.92,2023-10-28,"[662, 588, 948, 554, 468, 338, 435, 24, 123, 397, 349, 283, 142, 251, 488, 865, 723, 991, 909, 736, 203, 539]"
637,Timothy Watkins,34,Non-binary,Houston,42.360081,-75.165222,"reading, technology, cooking",Then thousand travel spring hard consider room pressure.,Long-term,Ambivert,ISFJ,Master’s,"Scientist, research (medical)",Cancer,192,Curvy,"Spanish, Mandarin",Women,3,False,False,21,2024-03-31,6,"[898, 464, 114, 403, 975]","[445, 382, 416, 804, 863, 434, 578, 600]",194,27,0.56,2023-03-02,"[758, 998, 448, 573, 884, 712, 461, 852, 270, 240]"
638,Patricia Holden,45,M,Chicago,27.950575,-104.990251,"sports, technology, photography",Difficult modern tree economy key lose cover body effect local everything site.,Long-term,Extrovert,ENFP,High School,Film/video editor,Leo,180,Curvy,"Mandarin, Hindi",Men,4,False,False,92,2024-03-06,85,"[589, 652, 337, 415, 55, 950, 511, 65, 363, 325, 185, 106, 773]","[250, 490, 325, 630, 181, 608, 694, 287]",421,65,0.76,2024-01-18,"[621, 70, 218, 545, 451, 156, 260, 554, 422, 691, 966, 795, 199, 173, 450, 814, 598, 382, 632, 214, 838, 5, 744, 255, 910, 830]"
639,Timothy Larson,27,F,Phoenix,28.538336,-81.379234,"travel, technology, reading",Toward deal smile take lose force.,Friends,Ambivert,INTP,Master’s,"Designer, textile",Pisces,198,Athletic,Hindi,Everyone,5,True,False,90,2024-03-11,19,"[631, 50, 220, 837, 980, 756, 722]","[576, 776, 643, 77, 666, 544, 457, 68]",77,70,1.0,2023-07-04,"[643, 345, 388, 471, 964, 284, 734, 70, 961, 490, 864, 457, 483, 343]"
640,Melissa Gilbert DDS,26,F,New York,33.749001,-78.638176,"sports, reading, art",When similar travel dark apply myself last.,Casual Dating,Extrovert,INTP,High School,Orthoptist,Aries,150,Curvy,"English, Spanish, French",Women,1,True,False,65,2024-03-30,99,"[989, 113, 773, 809, 574, 935, 698]","[469, 630, 237, 920, 298, 808, 369]",474,5,0.36,2023-09-19,"[128, 330, 116, 981, 723, 736, 595, 79, 833, 542, 356, 262, 831, 650]"
641,Steven Morgan,28,M,Philadelphia,29.424122,-121.4944,"travel, photography, music",Any agent customer sometimes claim subject poor home federal size deal tell.,Friends,Extrovert,INFJ,Master’s,Energy engineer,Capricorn,152,Athletic,English,Everyone,3,True,False,22,2024-03-14,45,"[566, 356, 437, 950, 907, 636]","[871, 613, 469, 250, 593, 578, 541, 953, 512, 276]",269,77,0.47,2023-04-25,"[831, 29, 30, 376, 760, 895, 679, 197, 450, 12, 709, 538]"
642,Lisa Abbott,46,F,Atlanta,36.169941,-80.19179,"technology, gaming, photography",Happen garden record discover middle science many lead become.,Friends,Extrovert,ISTJ,PhD,"Restaurant manager, fast food",Pisces,176,Curvy,"French, Spanish, English",Everyone,5,False,False,119,2024-03-18,50,"[123, 80, 456, 457, 735, 551, 985, 18, 125, 155, 470]","[135, 883, 149, 853, 682, 818, 783, 171, 322]",490,91,0.32,2023-10-26,"[958, 76, 60, 315, 839, 387, 617, 641, 182, 877, 433, 265, 655, 604, 219, 844, 812, 382, 915, 96, 748, 305]"
643,Lisa Whitney,21,Non-binary,Atlanta,29.760427,-121.886329,"music, technology, gaming",Final election just part impact tree condition way new plant.,Networking,Extrovert,ESFJ,Bachelor’s,Social researcher,Taurus,198,Average,"Hindi, English",Men,5,True,True,82,2024-03-31,91,"[608, 487, 544, 992, 847]","[716, 575, 497, 915, 718, 546, 998, 326, 902]",431,1,0.65,2023-01-14,"[72, 783, 501, 86, 895, 515, 662, 920, 780, 431]"
644,Debbie Miller,35,F,Philadelphia,44.977753,-75.165222,"photography, art, technology",Write community front somebody number issue certainly game every public usually.,Networking,Extrovert,ESFJ,High School,Print production planner,Aquarius,169,Average,"Mandarin, Spanish",Men,5,False,True,118,2024-03-08,44,"[383, 32, 6, 272, 514, 92, 265]","[710, 489, 637, 281, 904]",12,29,0.92,2023-10-04,"[121, 928, 537, 704, 88, 55, 262, 12, 764, 784, 750, 297, 650, 98]"
