user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,likes,swipes,messages_sent,response_rate,signup_date,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,likes_received,photo_count,is_verified,daily_active_minutes,last_login,is_premium_user
486,Stanley Lawson,48,Non-binary,Portland,30.267153,-82.998794,"music, art, technology",Provide candidate major over interest career standard.,Networking,Introvert,ENTP,"[464, 730, 918, 803, 535, 906, 136, 611, 347, 296]",340,33,0.91,2023-02-27,Master’s,Biomedical engineer,Taurus,179,Curvy,"Spanish, French, Mandarin",Everyone,1,5,False,19,2024-03-04,False
487,Keith Miller,39,F,Atlanta,29.424122,-81.694361,"gaming, music, art",Clear during out maybe beyond then attack.,Friends,Ambivert,ENFP,"[89, 119, 550, 451, 38, 960]",283,3,0.24,2023-09-20,Master’s,Restaurant manager,Aquarius,173,Curvy,"Hindi, French",Men,81,5,True,48,2024-03-07,True
488,Rachael Johnson,33,F,Portland,32.776665,-121.886329,"technology, music, reading",Science agreement billion anyone research subject ahead return age.,Friends,Introvert,ESTP,"[815, 240, 385, 866, 962, 286]",314,99,0.62,2024-02-13,PhD,Psychiatrist,Leo,153,Curvy,French,Everyone,81,6,False,120,2024-03-05,False
489,Jennifer Holland,49,F,Kansas City,41.49932,-96.796989,"music, photography, gaming",Prevent reason from must and fast at less.,Friends,Introvert,ISTJ,"[790, 852, 120, 395, 247, 64]",89,22,0.89,2023-07-27,PhD,"Research officer, government",Scorpio,151,Average,"Hindi, English, Mandarin",Women,28,1,True,111,2024-03-19,True
490,John Hughes,39,M,San Jose,39.961176,-122.332069,"travel, reading, fitness",Through may long majority step control.,Networking,Ambivert,ENTP,"[658, 973, 532, 736, 442, 730, 283, 33, 153, 458]",109,23,0.98,2023-03-27,High School,Diplomatic Services operational officer,Aries,176,Average,"Hindi, English",Everyone,20,5,True,20,2024-03-04,False
491,Melissa Barrett,47,F,Phoenix,28.538336,-117.161087,"cooking, art, sports",Other religious figure special listen yard nor beyond nation movement game professor.,Casual Dating,Extrovert,ISFJ,"[185, 2, 537, 402, 973, 236, 75, 391, 338, 174, 902, 885, 675]",35,66,0.85,2023-03-01,PhD,Textile designer,Cancer,194,Athletic,Hindi,Women,73,3,False,63,2024-03-29,False
492,Jason Wallace,32,F,San Antonio,39.768403,-112.074036,"art, fitness, sports",Listen along thing receive possible win this right listen executive Republican.,Casual Dating,Ambivert,ENFP,"[744, 518, 641, 222, 84, 169, 721, 924, 113, 522, 297]",251,54,0.8,2023-07-26,High School,"Therapist, sports",Aries,193,Slim,"Hindi, Mandarin",Men,93,5,False,61,2024-03-13,False
493,Elaine Salinas,33,M,Raleigh,35.779591,-122.678448,"cooking, technology, music",Interesting amount worry part network candidate.,Friends,Extrovert,ENTP,"[457, 432, 902, 897, 771, 330, 714, 638, 705, 846, 112, 681, 215]",44,8,0.31,2024-03-27,Master’s,"Librarian, academic",Taurus,176,Curvy,"English, Hindi, Mandarin",Men,90,1,True,32,2024-03-15,True
494,Darren Lewis,47,Non-binary,Indianapolis,33.749001,-117.161087,"photography, music, gaming",Move court pressure analysis everyone fact we again painting development water assume control.,Long-term,Extrovert,ESTP,"[173, 240, 752, 677, 723, 619, 818, 282, 67, 155, 815]",441,39,0.81,2024-01-06,Bachelor’s,Holiday representative,Scorpio,188,Curvy,"Hindi, Mandarin, French",Everyone,22,2,False,44,2024-03-30,True
495,Rhonda Green,29,Non-binary,Las Vegas,35.779591,-122.678448,"cooking, fitness, music",Himself surface piece yourself challenge quite your wide skin claim stay bit.,Friends,Extrovert,ESTP,"[533, 898, 604, 759, 998]",201,16,0.8,2023-03-25,Master’s,Environmental health practitioner,Gemini,199,Curvy,Hindi,Women,100,6,True,33,2024-03-09,False
496,John Roberson,47,M,New York,29.760427,-97.743061,"fitness, gaming, photography",Gas eat carry raise rich wonder well lot increase.,Casual Dating,Extrovert,ENTP,"[471, 304, 493, 472, 542, 371, 187, 908, 104, 578, 125, 430]",485,44,0.43,2023-04-23,High School,Media planner,Sagittarius,159,Athletic,"Spanish, English",Men,68,2,False,70,2024-03-03,True
497,Jamie Gonzales,35,M,Denver,39.768403,-86.158068,"fitness, cooking, music",In sister nor war budget off success imagine.,Networking,Ambivert,ISFJ,"[56, 373, 263, 138, 606, 193, 770]",222,93,0.25,2023-08-18,PhD,Accounting technician,Capricorn,163,Slim,"Spanish, English, Hindi",Women,58,5,False,96,2024-03-16,False
498,Joshua Payne,45,M,Atlanta,32.776665,-71.058884,"fitness, photography, art",Daughter indeed short family than happen help there someone.,Casual Dating,Ambivert,INTP,"[195, 385, 207, 786, 776, 538, 128, 886, 666, 710, 601]",282,64,0.93,2023-10-22,Master’s,Planning and development surveyor,Pisces,182,Slim,Hindi,Women,42,3,True,60,2024-03-27,False
499,Charles Cole,34,Non-binary,Tampa,33.448376,-122.678448,"reading, music, art",Interview cup whole yeah bit only talk pretty sit ever on father future.,Networking,Extrovert,ENTP,"[798, 950, 727, 76, 184, 486, 123]",493,96,0.41,2023-07-24,Bachelor’s,Public house manager,Sagittarius,196,Athletic,Hindi,Men,57,1,True,89,2024-03-11,True
500,Karen Clark,26,Non-binary,Miami,42.331427,-96.796989,"gaming, cooking, sports",Also school natural true size model why see dinner space fact technology government.,Casual Dating,Ambivert,ESTP,"[100, 231, 320, 281, 136, 865, 729]",247,24,0.56,2023-05-27,Master’s,Nature conservation officer,Capricorn,184,Slim,"Mandarin, French, Hindi",Men,94,5,True,109,2024-03-18,False
501,Ryan Williams,35,M,San Diego,35.779591,-86.158068,"gaming, technology, photography",Life agree deal position summer find add.,Friends,Introvert,ESFJ,"[258, 304, 386, 544, 774]",133,28,0.58,2024-03-17,PhD,Tree surgeon,Aries,170,Athletic,Spanish,Women,95,1,True,30,2024-03-04,False
502,Gordon White,49,M,Phoenix,34.052235,-80.19179,"art, cooking, fitness",Fast decide institution degree current option.,Friends,Introvert,ENFP,"[656, 833, 868, 942, 116, 25, 814]",381,91,0.48,2023-02-14,High School,"Therapist, music",Capricorn,178,Athletic,French,Everyone,85,1,False,57,2024-03-15,False
503,Sophia Williams,21,M,Austin,32.715736,-122.332069,"reading, photography, gaming",Hundred trade information program news guy so affect.,Long-term,Extrovert,INFJ,"[628, 436, 957, 426, 817, 235, 788, 511, 384, 155, 906, 493, 644, 442]",484,61,0.94,2023-09-23,Bachelor’s,Chiropractor,Scorpio,188,Slim,"Mandarin, English",Men,82,5,False,110,2024-03-04,False
504,Emily Myers,35,F,Portland,33.448376,-84.387978,"gaming, sports, photography",Front night every ability someone total.,Networking,Introvert,ENFP,"[991, 732, 174, 93, 721, 713, 820, 506, 804, 561, 518, 690, 114]",247,1,0.93,2023-04-29,PhD,Personal assistant,Cancer,192,Athletic,"English, French, Hindi",Men,63,4,False,109,2024-03-19,False
505,Lori Dalton,36,M,Atlanta,33.749001,-118.243683,"photography, technology, gaming",Artist research conference large place know professional power memory yet ready full.,Networking,Introvert,INFJ,"[54, 880, 474, 102, 906, 589, 526, 529, 120, 286, 955, 407]",278,49,0.7,2023-02-14,High School,"Administrator, sports",Virgo,198,Athletic,"Hindi, Spanish, French",Women,66,4,True,113,2024-03-16,False
506,Sarah Burke,34,M,San Jose,39.952583,-81.694361,"photography, gaming, sports",Seven understand wind front treat artist truth hope thought involve.,Casual Dating,Ambivert,ESTP,"[922, 564, 459, 741, 820, 559, 264, 690]",365,69,0.23,2024-03-23,PhD,Pension scheme manager,Sagittarius,152,Athletic,"Mandarin, English",Men,97,6,False,10,2024-03-11,False
507,Steven Miller,39,M,Philadelphia,40.712776,-75.165222,"photography, music, cooking",Receive movie look politics we garden around front staff southern cup floor.,Networking,Introvert,ISFJ,"[119, 248, 102, 541, 475]",370,65,0.36,2023-11-13,Bachelor’s,Research scientist (life sciences),Libra,194,Curvy,"Hindi, English, Mandarin",Men,92,4,True,23,2024-03-01,True
508,Jennifer Humphrey,38,Non-binary,Denver,41.49932,-98.493629,"art, music, photography",Image as society around or argue western artist.,Friends,Extrovert,ESTP,"[760, 526, 412, 19, 838]",435,63,1.0,2023-04-19,Bachelor’s,"Administrator, education",Taurus,174,Slim,"French, Hindi, Spanish",Women,72,3,False,9,2024-03-05,False
509,Christian White,49,Non-binary,Tampa,30.267153,-97.743061,"gaming, fitness, cooking",Early glass manager PM strong evening star network why.,Networking,Ambivert,INTP,"[709, 595, 158, 441, 446, 972, 731, 9, 824, 224, 738, 581, 831, 113, 402]",410,17,0.55,2023-09-05,Bachelor’s,"Education officer, museum",Scorpio,184,Average,Hindi,Women,70,5,True,28,2024-03-20,False
510,Mark Yang,32,F,Portland,42.331427,-122.678448,"music, fitness, travel",Significant lay point carry fact investment participant nature ok voice indeed often.,Casual Dating,Introvert,INFJ,"[32, 858, 956, 153, 372, 831, 132, 711, 278, 657, 817]",472,11,0.37,2023-09-25,Bachelor’s,Conference centre manager,Sagittarius,199,Curvy,"Mandarin, English, Hindi",Everyone,54,2,True,36,2024-03-07,True
511,Carla Howe,20,Non-binary,Chicago,39.952583,-93.265015,"cooking, reading, sports",Past friend state oil matter week dog choice computer task investment morning trade.,Networking,Extrovert,INTP,"[828, 868, 443, 431, 561, 322, 886, 189, 363, 210, 222]",499,16,0.8,2023-09-27,High School,Astronomer,Taurus,153,Slim,"French, Hindi, Mandarin",Women,97,1,True,61,2024-03-05,False
512,Dale Anderson,42,Non-binary,Columbus,44.977753,-86.158068,"art, technology, fitness",Anything themselves get door event environment.,Casual Dating,Ambivert,ESTP,"[634, 61, 466, 260, 558, 250]",279,80,0.9,2023-09-20,Bachelor’s,Teaching laboratory technician,Pisces,164,Athletic,"Mandarin, French, Hindi",Everyone,51,4,True,84,2024-03-24,False
513,Steven Jefferson,20,F,Atlanta,35.779591,-121.886329,"music, art, fitness",Skin instead receive who author financial know he perhaps method.,Networking,Extrovert,INTP,"[707, 548, 748, 518, 894, 17, 265, 795, 418, 743]",487,79,0.56,2024-02-29,High School,Social worker,Sagittarius,166,Average,English,Men,86,5,True,10,2024-03-02,False
514,Patrick Ramirez,25,F,Kansas City,41.49932,-94.578568,"music, photography, technology",Truth take plant series dinner represent a national near read fly often analysis coach.,Networking,Introvert,ESTP,"[726, 731, 885, 295, 488, 343, 162, 62, 564, 256, 70]",265,24,0.31,2023-12-06,Bachelor’s,"Pharmacist, hospital",Capricorn,163,Average,English,Men,100,3,False,6,2024-03-24,False
515,Amber Allen,48,M,Indianapolis,25.76168,-104.990251,"photography, cooking, sports",Produce throughout thus available the claim near win stuff health.,Casual Dating,Ambivert,ISTJ,"[272, 385, 67, 574, 92, 338, 698, 610, 921, 311, 396, 648]",35,87,0.5,2023-12-05,High School,Geoscientist,Capricorn,176,Athletic,French,Everyone,21,2,False,1,2024-03-06,True
516,Shannon Crane,41,F,Atlanta,41.49932,-111.891047,"photography, sports, travel",Section charge pick easy play small peace stuff almost cup past rate wonder.,Networking,Ambivert,ENFP,"[811, 127, 276, 947, 931, 218, 40, 104, 71, 621, 381, 473, 965]",471,39,0.55,2023-04-07,Master’s,Community pharmacist,Aquarius,177,Average,"Hindi, Spanish, French",Men,51,3,False,108,2024-03-21,False
517,Matthew Robinson,45,M,Las Vegas,29.424122,-96.796989,"gaming, music, art",Various example take week us pretty great involve success ready relationship take.,Casual Dating,Extrovert,ENTP,"[297, 786, 267, 687, 469, 64, 261, 966, 496]",176,1,0.45,2023-11-26,Bachelor’s,Barrister,Capricorn,169,Athletic,"Spanish, Mandarin, Hindi",Men,12,4,False,68,2024-03-27,False
518,Ryan Powell,31,Non-binary,Columbus,44.977753,-111.891047,"photography, art, gaming",Owner remain part food office participant institution modern check majority.,Networking,Ambivert,INTP,"[242, 217, 524, 518, 393, 963, 703, 52, 215]",128,4,0.65,2023-08-24,Master’s,Water quality scientist,Gemini,170,Curvy,"French, English",Everyone,38,3,False,41,2024-03-21,False
519,Monica Hunt,30,Non-binary,Chicago,28.538336,-71.058884,"reading, photography, cooking",Television them agency news laugh assume.,Networking,Extrovert,ESTP,"[907, 808, 267, 304, 640, 672, 110, 461, 699, 693, 113]",216,75,0.28,2023-04-10,Master’s,"Lecturer, higher education",Virgo,156,Slim,Mandarin,Women,79,6,False,87,2024-03-06,False
520,Derrick Graham,19,M,Salt Lake City,36.169941,-75.165222,"reading, gaming, music",Table player side of senior industry letter fund.,Long-term,Introvert,ENFP,"[119, 676, 120, 374, 224]",65,81,0.41,2023-03-06,PhD,English as a foreign language teacher,Taurus,184,Slim,"English, French",Men,71,1,True,54,2024-03-25,False
521,Tony Sanders,31,Non-binary,New York,29.760427,-84.387978,"sports, gaming, travel",Head determine pass under fire hour.,Casual Dating,Extrovert,INFJ,"[512, 334, 697, 700, 183, 427, 162, 789, 801, 770, 786, 60]",420,79,0.74,2023-03-08,Bachelor’s,Farm manager,Aquarius,172,Average,"French, Mandarin, English",Men,49,3,False,87,2024-03-02,False
522,Christine Carter,35,F,San Diego,39.739236,-97.743061,"sports, travel, fitness",Anyone treat beat science sometimes writer detail contain west good list lawyer walk.,Long-term,Introvert,ENFP,"[736, 783, 624, 737, 670, 166, 465, 435, 758, 693, 150, 852]",105,48,0.68,2023-06-10,Master’s,Site engineer,Cancer,181,Athletic,Spanish,Everyone,93,5,True,102,2024-03-17,False
523,Lisa Rogers,36,Non-binary,New York,47.606209,-104.990251,"cooking, fitness, sports",Walk me partner family western let southern seem state.,Casual Dating,Extrovert,ENTP,"[808, 458, 202, 356, 769, 110, 643, 201, 803]",381,67,0.92,2024-03-14,PhD,Consulting civil engineer,Leo,166,Curvy,"Hindi, English",Women,18,4,True,19,2024-03-17,False
524,Karen Cohen,27,Non-binary,Portland,33.749001,-94.578568,"travel, reading, sports",Natural hold during team west join without federal.,Friends,Ambivert,ISTJ,"[295, 930, 362, 64, 936, 134]",246,94,0.84,2023-08-30,Bachelor’s,Rural practice surveyor,Aries,155,Slim,"Spanish, Hindi",Women,6,4,False,14,2024-03-02,True
525,Kevin Harris,32,M,Sacramento,30.267153,-97.743061,"cooking, travel, gaming",Save coach paper society level central receive usually authority second employee.,Casual Dating,Introvert,ESTP,"[931, 548, 353, 140, 330, 798, 309, 467, 358, 424, 63, 874, 109, 436, 122]",117,74,0.21,2023-07-29,PhD,Research scientist (medical),Sagittarius,182,Curvy,"Spanish, Hindi, French",Men,62,4,True,21,2024-03-04,False
526,Ronald Holmes,29,M,Detroit,42.331427,-122.678448,"music, art, cooking",Outside movement relationship into surface million single church capital nor eat.,Friends,Introvert,ESTP,"[95, 267, 148, 324, 819, 424, 443, 473, 514, 254]",10,56,0.5,2023-09-30,Bachelor’s,"Buyer, retail",Gemini,179,Slim,"Mandarin, English",Everyone,92,5,True,27,2024-03-08,True
527,Robert Juarez,20,M,Tampa,33.448376,-74.005974,"photography, fitness, travel",Response around not sport home hospital instead beautiful.,Casual Dating,Ambivert,ISTJ,"[837, 640, 944, 815, 851, 638, 976, 209]",450,41,0.59,2023-07-29,High School,Records manager,Capricorn,188,Athletic,"French, Hindi",Women,72,1,True,35,2024-03-03,False
528,Linda Ballard,49,F,Detroit,40.760779,-122.678448,"technology, photography, reading",Director these he show me tough mention bit charge course town bad happy.,Casual Dating,Introvert,ESTP,"[83, 484, 873, 609, 880, 550, 847, 316, 865, 369, 878, 413]",386,81,0.45,2023-12-19,Bachelor’s,Wellsite geologist,Scorpio,198,Curvy,Hindi,Women,48,3,True,48,2024-03-16,False
529,Drew Miller,31,F,Houston,35.779591,-122.332069,"art, fitness, cooking",Mother manager summer crime people half evidence.,Long-term,Introvert,ESFJ,"[650, 959, 687, 759, 55, 337]",216,96,0.29,2023-06-24,PhD,Amenity horticulturist,Libra,165,Athletic,"Mandarin, English",Women,93,3,False,105,2024-03-07,True
530,Susan King,20,F,Miami,29.424122,-83.045753,"art, technology, music",Moment scientist country story want move.,Friends,Extrovert,ENTP,"[197, 364, 604, 783, 776, 530, 289, 927, 975, 694, 603, 403]",337,9,0.74,2023-03-25,PhD,"Administrator, education",Aries,166,Curvy,"English, Spanish, Hindi",Women,27,6,True,90,2024-03-02,False
531,Justin Sullivan,18,M,San Jose,32.776665,-84.387978,"fitness, photography, technology",Prepare rise learn election thus officer design responsibility cup since she amount necessary.,Casual Dating,Ambivert,INFJ,"[277, 224, 739, 572, 800, 15, 890, 629, 346, 489, 487, 512, 444, 378]",287,10,0.5,2023-03-31,Master’s,Financial trader,Libra,155,Average,English,Women,76,4,False,119,2024-03-18,False
532,Heather Shaffer,21,Non-binary,Los Angeles,29.424122,-84.387978,"reading, technology, travel",Change car create front marriage recent painting moment central.,Casual Dating,Extrovert,ESFJ,"[724, 797, 514, 825, 245, 131, 23, 734, 784, 829, 659, 141, 199, 584]",405,91,0.93,2023-07-31,Master’s,Sports development officer,Scorpio,165,Slim,"French, English",Women,34,2,False,53,2024-03-01,False
533,Gabriela Phillips,27,Non-binary,Houston,39.768403,-122.332069,"music, photography, cooking",Go really fish toward behind time which we during fight contain.,Networking,Introvert,INTP,"[920, 367, 618, 304, 825, 881, 199, 434, 692, 959, 254, 144, 561]",82,61,0.41,2023-06-02,High School,Energy engineer,Leo,191,Average,"French, Mandarin",Everyone,32,6,False,54,2024-03-09,False
534,Robert Kelly,21,Non-binary,San Diego,32.776665,-78.638176,"fitness, travel, gaming",North affect population seem parent story.,Friends,Extrovert,ISFJ,"[474, 882, 886, 992, 658, 199, 972, 805, 431, 144, 534]",352,39,0.63,2023-07-16,High School,"Engineer, civil (consulting)",Aries,178,Average,"Spanish, English, Mandarin",Men,66,5,False,100,2024-03-31,False
535,Angela Clark,46,Non-binary,Denver,32.776665,-84.387978,"art, music, fitness",Hand them use sea wind rule even color standard skin Congress case.,Networking,Introvert,INTP,"[326, 748, 398, 581, 361, 137, 637, 744, 98]",263,62,0.36,2023-10-10,Master’s,Higher education lecturer,Aries,177,Average,"Mandarin, Spanish",Everyone,8,3,False,58,2024-03-29,True
536,Eric Lamb,25,F,San Jose,36.169941,-117.161087,"fitness, art, cooking",Morning other through operation company establish family remain spring particular hope.,Long-term,Introvert,ISTJ,"[113, 478, 270, 952, 580, 90, 862, 388, 349, 623, 106]",409,26,0.34,2024-02-13,PhD,Radio producer,Scorpio,179,Curvy,"Mandarin, Hindi",Women,1,5,False,8,2024-03-06,False
537,Clinton Bean,21,Non-binary,Minneapolis,39.952583,-93.265015,"music, reading, gaming",Attention live even sort perhaps value.,Long-term,Introvert,ESTP,"[305, 376, 289, 960, 277, 875, 99, 698, 441, 617, 22, 169, 416]",362,4,0.29,2023-07-29,High School,IT consultant,Pisces,161,Average,"Mandarin, English, Hindi",Men,26,1,True,48,2024-03-12,False
538,Daniel Brown,24,Non-binary,Houston,28.538336,-81.379234,"sports, reading, gaming",Economy address civil from interview any someone health as capital nation share floor.,Networking,Introvert,ISTJ,"[400, 191, 122, 665, 991, 18, 931, 566, 118, 127, 919, 340, 517, 132]",128,89,0.77,2024-01-13,PhD,Agricultural consultant,Virgo,175,Slim,"English, Mandarin",Women,82,6,False,14,2024-03-16,False
539,Eric West,30,M,Dallas,47.606209,-81.379234,"photography, technology, reading",Not theory popular fly center art imagine because discussion walk environment fire.,Casual Dating,Extrovert,INFJ,"[601, 156, 671, 248, 443, 192, 349, 579, 838, 419, 96, 864]",11,99,0.32,2024-03-28,PhD,Podiatrist,Scorpio,160,Average,"Hindi, English, Spanish",Everyone,64,2,True,95,2024-03-11,False
540,Justin Bowers,26,Non-binary,Orlando,40.712776,-80.19179,"art, cooking, reading",Admit message increase remain executive boy those less according.,Networking,Extrovert,ENFP,"[184, 972, 560, 64, 994, 177]",420,6,0.92,2023-05-03,Bachelor’s,Barrister,Virgo,172,Athletic,"Spanish, French",Women,19,4,True,99,2024-03-30,False
541,Kenneth Dunlap,27,F,Dallas,45.515232,-115.139832,"sports, gaming, travel",As dinner democratic note can value these worker politics husband after early simply.,Friends,Extrovert,ENTP,"[802, 476, 321, 762, 426, 853, 814, 344, 401]",14,33,0.68,2023-12-13,Bachelor’s,"Designer, textile",Sagittarius,158,Slim,"Mandarin, English, Spanish",Men,93,4,True,99,2024-03-10,False
542,Susan Peterson,31,F,Houston,47.606209,-81.694361,"travel, music, gaming",Why land well choose thought keep music bar most.,Friends,Extrovert,ESTP,"[679, 529, 553, 666, 723]",143,25,0.59,2023-04-23,Bachelor’s,Science writer,Aquarius,179,Average,Hindi,Everyone,75,2,True,105,2024-03-11,True
543,Gerald Ibarra,19,F,Portland,41.878113,-93.265015,"photography, technology, cooking",Street age participant let whatever ask recognize.,Casual Dating,Ambivert,ENFP,"[235, 421, 809, 425, 313, 976, 613, 400, 968, 395, 905, 242, 924, 869, 120]",161,22,0.88,2024-01-01,Master’s,Chief Executive Officer,Aries,151,Slim,Mandarin,Men,62,4,False,89,2024-03-15,False
544,Thomas Thomas,39,Non-binary,Indianapolis,41.878113,-122.678448,"fitness, sports, technology",Doctor thing green health what war treatment note participant over hear miss plant significant.,Friends,Ambivert,INTP,"[305, 700, 226, 383, 498, 613, 487, 984, 53, 65, 925]",462,58,0.24,2023-03-05,Bachelor’s,Trade mark attorney,Virgo,184,Curvy,"French, Spanish, Mandarin",Everyone,0,1,True,31,2024-03-02,False
545,Jennifer Olson,48,Non-binary,Los Angeles,36.169941,-94.578568,"cooking, photography, travel",Piece answer across next parent view sometimes blue different indicate office member as.,Friends,Introvert,ISFJ,"[939, 100, 668, 117, 378, 977, 642, 855]",361,77,0.68,2023-12-06,PhD,Magazine journalist,Pisces,153,Athletic,Spanish,Women,56,2,False,69,2024-03-12,False
546,Traci Brooks,36,M,San Jose,40.760779,-111.891047,"music, travel, gaming",Past around direction nor evening could address like high could shoulder.,Casual Dating,Introvert,ESFJ,"[952, 338, 498, 562, 264, 826, 958, 423, 886, 608, 935, 813, 359]",333,82,0.96,2024-01-25,Bachelor’s,"Chemist, analytical",Aquarius,156,Slim,"Spanish, Mandarin",Men,33,1,True,65,2024-03-27,False
547,Robert Petty,47,F,Columbus,36.169941,-87.629799,"travel, fitness, gaming",Leg art car pressure on why fall old structure.,Friends,Introvert,ISFJ,"[795, 274, 204, 313, 189, 183, 331, 798, 265]",234,38,0.32,2023-01-05,High School,Environmental consultant,Aries,154,Athletic,"Spanish, Hindi",Men,72,2,False,48,2024-03-04,True
548,Katrina Caldwell,47,F,Sacramento,39.739236,-121.886329,"art, reading, cooking",Strong along campaign down body short.,Casual Dating,Ambivert,ENFP,"[654, 54, 116, 34, 951, 510, 937, 346, 872, 702, 181]",446,88,0.72,2023-10-02,PhD,"Geneticist, molecular",Sagittarius,162,Average,"English, French",Everyone,48,2,False,25,2024-03-30,False
549,John Macdonald MD,43,M,Houston,39.739236,-95.369804,"travel, fitness, art",View use future street sound race camera agency structure fund.,Long-term,Extrovert,INFJ,"[180, 553, 49, 526, 654, 776, 999, 305, 266, 872]",94,54,1.0,2023-03-25,High School,Television/film/video producer,Aquarius,190,Average,Spanish,Men,19,2,False,83,2024-03-13,False
550,Louis Krause,18,Non-binary,Las Vegas,39.099727,-78.638176,"travel, art, music",Smile wrong so voice measure left share rest color above perhaps.,Friends,Introvert,ISFJ,"[925, 40, 593, 839, 622]",489,3,0.95,2023-04-07,High School,Tourist information centre manager,Sagittarius,190,Athletic,"English, Spanish",Everyone,10,4,False,40,2024-03-18,False
551,Keith Villanueva,47,F,Cleveland,40.712776,-71.058884,"technology, gaming, art",Concern quickly rest might trade pretty smile skill issue involve throughout indeed modern.,Friends,Introvert,ENFP,"[532, 725, 804, 667, 895]",231,30,0.86,2023-07-10,High School,"Psychotherapist, dance movement",Leo,169,Average,"English, Mandarin, Hindi",Everyone,70,6,False,7,2024-03-12,True
552,Andrew Hall DDS,27,M,Columbus,42.360081,-104.990251,"gaming, music, art",Ready suddenly him walk wind many surface money write trade.,Networking,Ambivert,INTP,"[396, 902, 531, 653, 636, 112, 387, 824, 832, 849, 993, 63, 774, 613]",53,60,0.84,2023-01-14,Bachelor’s,Surgeon,Pisces,186,Athletic,"French, Hindi, Mandarin",Women,45,2,True,102,2024-03-26,False
553,Kevin Rios,28,M,San Diego,41.878113,-80.19179,"fitness, music, technology",Choice fight provide class property data purpose state.,Networking,Extrovert,ENFP,"[933, 885, 586, 754, 908]",303,94,0.48,2024-03-29,Bachelor’s,"Production assistant, television",Gemini,184,Average,"Spanish, English",Men,16,2,True,63,2024-03-29,False
554,Judith Sawyer,35,M,Seattle,47.606209,-81.694361,"technology, music, cooking",Support factor culture various several write guess approach.,Casual Dating,Introvert,ENFP,"[891, 922, 622, 101, 254]",165,54,0.53,2023-10-10,High School,Environmental consultant,Virgo,170,Slim,"French, Mandarin, English",Men,61,6,True,2,2024-03-12,False
555,Susan Young,44,Non-binary,Atlanta,39.739236,-78.638176,"music, travel, cooking",Ten couple once must actually improve up between onto.,Friends,Introvert,INTP,"[324, 93, 690, 663, 677, 204, 658, 331]",259,58,0.57,2023-12-25,Master’s,"Engineer, chemical",Virgo,180,Slim,"Hindi, Spanish",Women,25,5,False,75,2024-03-07,True
556,Theresa Robinson,28,M,Boston,30.267153,-78.638176,"sports, art, fitness",Experience food top tax suddenly movie court modern still quite.,Casual Dating,Ambivert,ISTJ,"[224, 936, 370, 946, 626, 867, 888, 226, 104]",281,27,0.76,2023-09-14,Bachelor’s,Restaurant manager,Sagittarius,160,Average,"French, Mandarin, English",Women,16,3,True,94,2024-03-05,False
557,Patricia Stout,49,F,Detroit,30.267153,-81.694361,"sports, cooking, technology",Protect news draw attack down tax.,Networking,Extrovert,INFJ,"[146, 633, 26, 190, 687, 368, 305, 779, 64, 787, 241]",393,64,0.63,2023-01-29,PhD,"Radiographer, diagnostic",Pisces,161,Curvy,"French, Spanish, Hindi",Everyone,74,2,True,2,2024-03-03,False
558,Sarah Smith,45,F,Detroit,32.776665,-74.005974,"technology, travel, fitness",Parent child surface but prepare city agree.,Casual Dating,Extrovert,ENTP,"[757, 145, 271, 633, 79, 712, 738, 893, 75, 585, 551, 353, 4, 839, 405]",464,47,0.84,2023-04-07,Bachelor’s,Financial planner,Sagittarius,163,Slim,Hindi,Women,10,5,False,67,2024-03-02,False
559,Kathleen Jones,31,F,Portland,25.76168,-83.045753,"fitness, photography, art",Run fall itself outside collection safe by store manage begin.,Long-term,Ambivert,ENFP,"[435, 296, 115, 770, 178, 866, 468, 796, 879, 831, 256, 790, 625]",68,61,0.58,2023-02-16,High School,Homeopath,Cancer,160,Curvy,Hindi,Women,41,6,False,40,2024-03-05,False
560,Natalie Lang,41,F,Columbus,25.76168,-122.332069,"fitness, gaming, photography",Put long sing board camera last however peace street campaign subject.,Casual Dating,Introvert,ENTP,"[225, 115, 537, 57, 107]",258,89,0.36,2023-10-26,Bachelor’s,Charity officer,Virgo,188,Slim,"Hindi, French, Spanish",Women,67,4,True,113,2024-03-30,False
561,Robert Fowler,38,F,Austin,33.448376,-82.998794,"photography, art, music",Specific reduce data audience community alone worker forward everything.,Friends,Introvert,ENTP,"[145, 937, 508, 523, 21, 773, 493, 706, 500, 439, 834, 109, 547, 863]",108,19,0.98,2023-06-22,PhD,Environmental consultant,Sagittarius,160,Curvy,"Hindi, Spanish",Women,87,3,False,46,2024-03-12,True
562,Keith Butler,25,Non-binary,Portland,42.360081,-122.332069,"gaming, music, technology",Government after partner big anyone travel suddenly before at both debate similar whom possible.,Casual Dating,Introvert,ENFP,"[726, 42, 213, 893, 579, 10, 21, 298, 219, 565, 203, 850, 714, 102]",324,72,0.75,2023-04-01,High School,"Chemist, analytical",Pisces,180,Slim,Hindi,Women,96,6,True,21,2024-03-09,False
